OBJECTID,L0Continuum_of_Care_Grantee_Are,COCNUM,COCCAT,TOT_18,SH_ES_18,SH_TH_18,SH_SH_18,SH_TOT_18,UNSH_TOT_18,IND_TOT_18,SH_ES_IND_18,SH_TH_IND_18,SH_SH_IND_18,SH_TOT_IND_18,UNSH_IND_18,PFAM_TOT_18,SH_ES_PFAM_18,SH_TH_PFAM_18,SH_TOT_PFAM_18,UNSH_PFAM_18,FAM_TOT_18,SH_ES_FAM_18,SH_TH_FAM_18,SH_TOT_FAM_18,UNSH_FAM_18,CH_TOT_18,SH_ES_CH_18,SH_SH_CH_18,SH_TOT_CH_18,UNSH_CH_18,CH_IND_TOT_18,SH_ES_CH_IND_18,SH_SH_CH_IND_18,SH_TOT_CH_IND_18,UNSH_CH_IND_18,CH_PFAM_TOT_18,SH_ES_CH_PFAM_18,SH_TOT_CH_PFAM_18,UNSH_CH_PFAM_18,VETS_TOT_18,SH_ES_VETS_18,SH_TH_VETS_18,SH_SH_VETS_18,SH_TOT_VETS_18,UNSH_VETS_18,UY_TOT_18,SH_ES_UY_18,SH_TH_UY_18,SH_SH_UY_18,SH_TOT_UY_18,UNSH_UY_18,UYLT18_TOT_18,SH_ES_UYLT18_18,SH_TH_UYLT18_18,SH_SH_UYLT18_18,SH_TOT_UYLT18_18,UNSH_UYLT18_18,UY1824_TOT_18,SH_ES_UY1824_18,SH_TH_UY1824_18,SH_SH_UY1824_18,SH_TOT_UY1824_18,UNSH_UY1824_18,PY_TOT_18,SH_ES_PY_18,SH_TH_PY_18,SH_TOT_PY_18,UNSH_PY_18,PYLT18_TOT_18,SH_ES_PYLT18_18,SH_TH_PYLT18_18,SH_TOT_PYLT18_18,UNSH_PYLT18_18,PY1824_TOT_18,SH_ES_PY1824_18,SH_TH_PY1824_18,SH_TOT_PY1824_18,UNSH_PY1824_18,CPY_TOT_18,SH_ES_CPY_18,SH_TH_CPY_18,SH_TOT_CPY_18,UNSH_CPY_18,TOT_13,SH_ES_13,SH_TH_13,SH_SH_13,SH_TOT_13,UNSH_TOT_13,IND_TOT_13,SH_ES_IND_13,SH_TH_IND_13,SH_SH_IND_13,SH_TOT_IND_13,UNSH_IND_13,PFAM_TOT_13,SH_ES_PFAM_13,SH_TH_PFAM_13,SH_TOT_PFAM_13,UNSH_PFAM_13,FAM_TOT_13,SH_ES_FAM_13,SH_TH_FAM_13,SH_TOT_FAM_13,UNSH_FAM_13,CH_TOT_13,SH_ES_CH_13,SH_SH_CH_13,SH_TOT_CH_13,UNSH_CH_13,CH_IND_TOT_13,SH_ES_CH_IND_13,SH_SH_CH_IND_13,SH_TOT_CH_IND_13,UNSH_CH_IND_13,CH_PFAM_TOT_13,SH_ES_CH_PFAM_13,SH_TOT_CH_PFAM_13,UNSH_CH_PFAM_13,VETS_TOT_13,SH_TOT_VETS_13,UNSH_VETS_13,TOT_08,SH_ES_08,SH_TH_08,SH_SH_08,SH_TOT_08,UNSH_TOT_08,IND_TOT_08,SH_ES_IND_08,SH_TH_IND_08,SH_SH_IND_08,SH_TOT_IND_08,UNSH_IND_08,PFAM_TOT_08,SH_ES_PFAM_08,SH_TH_PFAM_08,SH_TOT_PFAM_08,UNSH_PFAM_08,FAM_TOT_08,SH_ES_FAM_08,SH_TH_FAM_08,SH_TOT_FAM_08,UNSH_FAM_08,CH_IND_TOT_08,SH_TOT_CH_IND_08,UNSH_CH_IND_08,Merger_flag,COCNAME,SHAPE_Length,SHAPE_Area
132,Racine City & County CoC,WI-502,Suburban CoCs,275,204,61,0,265,10,176,131,35,0,166,10,99,73,26,99,0,28,21,7,28,0,22,20,0,20,2,16,14,0,14,2,6,6,6,0,38,6,32,0,38,0,6,3,2,0,5,1,0,0,0,0,0,0,6,3,2,0,5,1,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,5,4,1,5,0,221,117,95,0,212,9,127,76,42,0,118,9,94,41,53,94,0,31,15,16,31,0,11,9,0,9,2,11,9,0,9,2,0,0,0,0,38,36,2,259,149,109,0,258,1,159,117,41,0,158,1,100,32,68,100,0,40,17,23,40,0,25,24,1,0,Racine City & County CoC,1.5507016507414,0.0969621064399069
133,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,Suburban CoCs,317,206,54,0,260,57,276,165,54,0,219,57,41,41,0,41,0,15,15,0,15,0,31,17,0,17,14,31,17,0,17,14,0,0,0,0,16,11,0,0,11,5,20,12,7,0,19,1,10,5,5,0,10,0,10,7,2,0,9,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,411,238,117,0,355,56,321,185,80,0,265,56,90,53,37,90,0,29,16,13,29,0,41,39,0,39,2,41,39,0,39,2,0,0,0,0,45,39,6,363,211,53,0,264,99,275,163,38,0,201,74,88,48,15,63,25,29,16,5,21,8,117,68,49,0,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",5.09941448472017,0.562468914911366
134,Wyoming Statewide CoC,WY-500,Rural CoCs,639,269,171,0,440,199,434,221,78,0,299,135,205,48,93,141,64,77,21,35,56,21,46,42,0,42,4,42,42,0,42,0,4,0,0,4,47,36,11,0,47,0,82,32,36,0,68,14,16,8,6,0,14,2,66,24,30,0,54,12,8,4,4,8,0,0,0,0,0,0,8,4,4,8,0,6,1,5,6,0,953,292,209,0,501,452,677,245,61,0,306,371,276,47,148,195,81,84,11,44,55,29,244,116,0,116,128,221,116,0,116,105,23,0,0,23,137,110,27,751,395,224,0,619,132,357,235,85,0,320,37,394,160,139,299,95,143,62,54,116,27,67,30,37,0,Wyoming Statewide CoC,22.5637758719256,27.9853669268934
135,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,Rural CoCs,198,143,39,0,182,16,138,107,15,0,122,16,60,36,24,60,0,22,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,16,11,4,0,15,1,0,0,0,0,0,0,16,11,4,0,15,1,15,8,7,15,0,3,0,3,3,0,12,8,4,12,0,17,8,9,17,0,219,52,159,7,218,1,122,24,90,7,121,1,97,28,69,97,0,36,11,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,352,125,143,0,268,84,158,55,49,0,104,54,194,70,94,164,30,66,20,35,55,11,18,11,7,0,"Rock Island, Moline/Northwestern Illinois CoC",9.28957235378755,2.5963079733732
136,Saginaw City & County CoC,MI-510,Suburban CoCs,357,183,156,6,345,12,153,92,43,6,141,12,204,91,113,204,0,61,28,33,61,0,10,9,1,10,0,8,7,1,8,0,2,2,2,0,12,11,0,0,11,1,23,13,9,1,23,0,3,2,1,0,3,0,20,11,8,1,20,0,16,8,8,16,0,0,0,0,0,0,16,8,8,16,0,31,13,18,31,0,350,181,157,5,343,7,175,88,75,5,168,7,175,93,82,175,0,53,29,24,53,0,16,15,0,15,1,16,15,0,15,1,0,0,0,0,16,15,1,361,117,157,0,274,87,237,85,93,0,178,59,124,32,64,96,28,43,14,20,34,9,57,56,1,0,Saginaw City & County CoC,2.22045440212584,0.234561604529377
137,Chattanooga/Southeast Tennessee CoC,TN-500,Rural CoCs,623,318,12,0,330,293,498,208,2,0,210,288,125,110,10,120,5,28,24,2,26,2,322,136,0,136,186,310,124,0,124,186,12,12,12,0,56,22,0,0,22,34,13,8,0,0,8,5,0,0,0,0,0,0,13,8,0,0,8,5,10,9,0,9,1,0,0,0,0,0,10,9,0,9,1,15,14,0,14,1,591,280,142,0,422,169,389,245,45,0,290,99,202,35,97,132,70,66,14,32,46,20,102,70,0,70,32,85,53,0,53,32,17,17,17,0,50,37,13,87,39,33,0,72,15,0,0,0,0,0,0,87,39,33,72,15,37,14,11,25,12,679,44,635,0,Chattanooga/Southeast Tennessee CoC,6.41182973112651,1.14396836515667
138,Fresno City & County/Madera County CoC,CA-514,Major Cities,2144,331,108,24,463,1681,1886,157,33,24,214,1672,258,174,75,249,9,84,58,23,81,3,524,37,5,42,482,524,37,5,42,482,0,0,0,0,211,53,33,0,86,125,97,26,4,0,30,67,12,9,0,0,9,3,85,17,4,0,21,64,12,11,1,12,0,0,0,0,0,0,12,11,1,12,0,14,13,1,14,0,3131,184,388,22,594,2537,2421,117,147,22,286,2135,710,67,241,308,402,302,24,77,101,201,793,34,10,44,749,363,32,10,42,321,430,2,2,428,338,81,257,3507,1030,921,0,1951,1556,1966,782,503,0,1285,681,1541,248,418,666,875,467,109,171,280,187,508,145,363,0,Fresno City & County/Madera County CoC,8.25333471276966,2.13734758672292
139,Colorado Balance of State CoC,CO-500,Rural CoCs,3989,932,549,0,1481,2508,2546,675,271,0,946,1600,1443,257,278,535,908,430,77,86,163,267,797,218,0,218,579,712,200,0,200,512,85,18,18,67,315,80,44,0,124,191,246,58,23,0,81,165,16,3,1,0,4,12,230,55,22,0,77,153,53,12,8,20,33,0,0,0,0,0,53,12,8,20,33,53,11,9,20,33,2267,729,533,0,1262,1005,1275,463,95,0,558,717,992,266,438,704,288,313,100,130,230,83,579,165,0,165,414,457,140,0,140,317,122,25,25,97,177,84,93,5188,757,476,0,1233,3955,1829,249,89,0,338,1491,3359,508,387,895,2464,840,127,97,224,616,475,76,399,0,Colorado Balance of State CoC,31.5461158704015,26.2324741658666
140,"Hillsboro, Beaverton/Washington County CoC",OR-506,Suburban CoCs,522,65,90,8,163,359,407,13,70,8,91,316,115,52,20,72,43,39,18,8,26,13,166,7,6,13,153,149,1,6,7,142,17,6,6,11,71,0,47,0,47,24,45,10,9,1,20,25,6,4,1,0,5,1,39,6,8,1,15,24,6,0,3,3,3,0,0,0,0,0,6,0,3,3,3,5,0,3,3,2,432,66,126,8,200,232,303,13,94,8,115,188,129,53,32,85,44,47,19,11,30,17,77,0,8,8,69,69,0,8,8,61,8,0,0,8,91,64,27,772,95,268,0,363,409,256,12,13,0,25,231,516,83,255,338,178,169,22,95,117,52,233,3,230,0,"Hillsboro, Beaverton/Washington County CoC",2.89731004662759,0.216806417927721
141,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,Suburban CoCs,414,290,71,0,361,53,234,153,28,0,181,53,180,137,43,180,0,58,40,18,58,0,33,14,0,14,19,33,14,0,14,19,0,0,0,0,6,6,0,0,6,0,18,8,7,0,15,3,0,0,0,0,0,0,18,8,7,0,15,3,6,3,3,6,0,0,0,0,0,0,6,3,3,6,0,5,2,3,5,0,546,292,209,0,501,45,251,165,41,0,206,45,295,127,168,295,0,86,41,45,86,0,38,26,0,26,12,34,22,0,22,12,4,4,4,0,27,21,6,653,287,323,0,610,43,248,160,45,0,205,43,405,127,278,405,0,128,45,83,128,0,92,63,29,0,"Upper Darby, Chester, Haverford/Delaware County CoC",1.46810790915295,0.050484415009925
142,Reading/Berks County CoC,PA-506,Suburban CoCs,562,305,246,0,551,11,406,239,156,0,395,11,156,66,90,156,0,51,23,28,51,0,5,4,0,4,1,5,4,0,4,1,0,0,0,0,39,21,18,0,39,0,21,13,7,0,20,1,0,0,0,0,0,0,21,13,7,0,20,1,14,5,9,14,0,0,0,0,0,0,14,5,9,14,0,25,9,16,25,0,468,243,212,0,455,13,276,188,75,0,263,13,192,55,137,192,0,61,18,43,61,0,88,75,0,75,13,88,75,0,75,13,0,0,0,0,32,29,3,496,208,221,0,429,67,287,152,68,0,220,67,209,56,153,209,0,75,23,52,75,0,32,14,18,0,Reading/Berks County CoC,2.21050705361829,0.237921980376177
143,Lancaster City & County CoC,PA-510,Suburban CoCs,406,248,142,0,390,16,226,125,85,0,210,16,180,123,57,180,0,56,38,18,56,0,22,12,0,12,10,14,4,0,4,10,8,8,8,0,32,4,26,0,30,2,15,12,3,0,15,0,0,0,0,0,0,0,15,12,3,0,15,0,8,6,2,8,0,0,0,0,0,0,8,6,2,8,0,16,13,3,16,0,518,202,306,0,508,10,259,129,120,0,249,10,259,73,186,259,0,94,30,64,94,0,34,32,0,32,2,34,32,0,32,2,0,0,0,0,36,33,3,707,172,496,0,668,39,386,105,242,0,347,39,321,67,254,321,0,129,25,104,129,0,47,31,16,0,Lancaster City & County CoC,2.61206291480316,0.268898236786799
144,"Bristol, Bensalem/Bucks County CoC",PA-511,Suburban CoCs,397,155,223,0,378,19,194,105,70,0,175,19,203,50,153,203,0,68,15,53,68,0,25,22,0,22,3,25,22,0,22,3,0,0,0,0,13,8,2,0,10,3,13,7,4,0,11,2,0,0,0,0,0,0,13,7,4,0,11,2,13,4,9,13,0,0,0,0,0,0,13,4,9,13,0,18,7,11,18,0,451,110,300,0,410,41,136,60,35,0,95,41,315,50,265,315,0,102,14,88,102,0,13,8,0,8,5,13,8,0,8,5,0,0,0,0,16,12,4,485,103,378,0,481,4,150,30,116,0,146,4,335,73,262,335,0,104,21,83,104,0,0,0,0,0,"Bristol, Bensalem/Bucks County CoC",2.13966520094797,0.170701885859198
145,Erie City & County CoC,PA-605,Suburban CoCs,336,238,94,0,332,4,231,166,61,0,227,4,105,72,33,105,0,39,26,13,39,0,20,17,0,17,3,12,9,0,9,3,8,8,8,0,29,15,12,0,27,2,14,12,2,0,14,0,0,0,0,0,0,0,14,12,2,0,14,0,12,4,8,12,0,0,0,0,0,0,12,4,8,12,0,16,4,12,16,0,435,223,160,0,383,52,258,162,70,0,232,26,177,61,90,151,26,62,19,33,52,10,42,32,0,32,10,38,28,0,28,10,4,4,4,0,25,24,1,379,208,130,0,338,41,201,136,42,0,178,23,178,72,88,160,18,57,18,32,50,7,61,57,4,0,Erie City & County CoC,2.94617687322363,0.226131943970657
146,Rhode Island Statewide CoC,RI-500,Suburban CoCs,1101,739,311,0,1050,51,747,557,141,0,698,49,354,182,170,352,2,121,65,55,120,1,264,247,0,247,17,233,216,0,216,17,31,31,31,0,103,37,63,0,100,3,39,32,6,0,38,1,0,0,0,0,0,0,39,32,6,0,38,1,16,8,8,16,0,0,0,0,0,0,16,8,8,16,0,16,6,10,16,0,1384,850,400,17,1267,117,862,564,172,17,753,109,522,286,228,514,8,177,96,79,175,2,251,182,16,198,53,243,174,16,190,53,8,8,8,0,97,95,2,1196,734,408,0,1142,54,714,437,223,0,660,54,482,297,185,482,0,181,84,97,181,0,245,208,37,0,Rhode Island Statewide CoC,8.78299280948285,0.304373005099739
147,Charleston/Low Country CoC,SC-500,Suburban CoCs,451,254,80,3,337,114,357,174,77,3,254,103,94,80,3,83,11,27,23,1,24,3,86,52,1,53,33,86,52,1,53,33,0,0,0,0,119,24,79,3,106,13,27,7,1,0,8,19,0,0,0,0,0,0,27,7,1,0,8,19,3,2,0,2,1,0,0,0,0,0,3,2,0,2,1,5,3,0,3,2,733,181,151,0,332,401,635,128,106,0,234,401,98,53,45,98,0,21,9,12,21,0,105,39,0,39,66,102,36,0,36,66,3,3,3,0,177,116,61,539,290,192,0,482,57,432,239,142,0,381,51,107,51,50,101,6,40,19,18,37,3,46,39,7,0,Charleston/Low Country CoC,26.7694985695745,1.42256122341546
148,"Omaha, Council Bluffs CoC",NE-501,Major Cities,1411,1015,332,0,1347,64,1122,801,257,0,1058,64,289,214,75,289,0,106,76,30,106,0,358,327,0,327,31,292,261,0,261,31,66,66,66,0,142,74,67,0,141,1,83,50,27,0,77,6,5,1,4,0,5,0,78,49,23,0,72,6,7,4,3,7,0,0,0,0,0,0,7,4,3,7,0,3,2,1,3,0,1476,940,519,0,1459,17,1011,718,276,0,994,17,465,222,243,465,0,145,77,68,145,0,180,163,0,163,17,167,150,0,150,17,13,13,13,0,91,89,2,1197,707,418,0,1125,72,928,638,218,0,856,72,269,69,200,269,0,89,31,58,89,0,550,500,50,0,"Omaha, Council Bluffs CoC",3.7813090602778,0.430739651263732
149,Bergen County CoC,NJ-501,Suburban CoCs,354,143,188,0,331,23,223,120,80,0,200,23,131,23,108,131,0,45,8,37,45,0,11,8,0,8,3,11,8,0,8,3,0,0,0,0,19,10,8,0,18,1,28,9,18,0,27,1,10,8,2,0,10,0,18,1,16,0,17,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,3,3,0,3,0,346,198,130,0,328,18,209,154,41,0,195,14,137,44,89,133,4,50,15,33,48,2,33,23,0,23,10,31,23,0,23,8,2,0,0,2,17,17,0,1627,278,1236,0,1514,113,690,172,415,0,587,103,937,106,821,927,10,333,41,287,328,5,58,36,22,0,Bergen County CoC,1.38938072118077,0.066438408668148
150,"Jersey City, Bayonne/Hudson County CoC",NJ-506,Suburban CoCs,860,588,29,0,617,243,672,408,21,0,429,243,188,180,8,188,0,67,65,2,67,0,226,66,0,66,160,224,64,0,64,160,2,2,2,0,26,17,1,0,18,8,34,21,2,0,23,11,0,0,0,0,0,0,34,21,2,0,23,11,18,16,2,18,0,0,0,0,0,0,18,16,2,18,0,30,24,6,30,0,942,455,202,0,657,285,624,269,84,0,353,271,318,186,118,304,14,121,69,46,115,6,145,38,0,38,107,131,36,0,36,95,14,2,2,12,46,29,17,2227,1694,282,0,1976,251,682,440,64,0,504,178,1545,1254,218,1472,73,548,473,59,532,16,93,63,30,0,"Jersey City, Bayonne/Hudson County CoC",1.52859637963012,0.0130180689705284
151,Yakima City & County CoC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yakima City & County CoC,5.87226271923891,1.30762040095395
152,Massachusetts Balance of State CoC,MA-516,Suburban CoCs,2296,1834,283,9,2126,170,645,396,70,9,475,170,1651,1438,213,1651,0,547,471,76,547,0,205,153,5,158,47,77,25,5,30,47,128,128,128,0,65,15,32,9,56,9,65,27,6,0,33,32,1,1,0,0,1,0,64,26,6,0,32,32,84,68,16,84,0,0,0,0,0,0,84,68,16,84,0,98,77,21,98,0,2652,2070,513,12,2595,57,424,222,133,12,367,57,2228,1848,380,2228,0,904,769,135,904,0,179,143,0,143,36,119,83,0,83,36,60,60,60,0,63,56,7,952,497,387,0,884,68,269,99,102,0,201,68,683,398,285,683,0,255,139,116,255,0,80,45,35,1,Massachusetts Balance of State CoC,4.4145748274822,0.131054790177996
153,"Attleboro, Taunton/Bristol County CoC",MA-519,Suburban CoCs,208,144,22,0,166,42,82,30,10,0,40,42,126,114,12,126,0,34,30,4,34,0,33,8,0,8,25,33,8,0,8,25,0,0,0,0,4,1,0,0,1,3,5,2,0,0,2,3,0,0,0,0,0,0,5,2,0,0,2,3,10,5,5,10,0,0,0,0,0,0,10,5,5,10,0,12,5,7,12,0,251,160,61,0,221,30,69,21,25,0,46,23,182,139,36,175,7,50,33,15,48,2,10,1,0,1,9,10,1,0,1,9,0,0,0,0,2,1,1,133,57,46,0,103,30,67,21,16,0,37,30,66,36,30,66,0,23,12,11,23,0,40,28,12,0,"Attleboro, Taunton/Bristol County CoC",4.38357467932297,0.145280113505242
154,"Boone, Baxter, Marion, Newton Counties CoC",AR-512,Rural CoCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Boone, Baxter, Marion, Newton Counties CoC",4.67353650242526,0.688084527462744
155,"Oakland, Berkeley/Alameda County CoC",CA-502,Major Cities,5496,962,660,11,1633,3863,4801,570,383,11,964,3837,695,392,277,669,26,256,150,97,247,9,1742,328,5,333,1409,1625,214,5,219,1406,117,114,114,3,526,44,94,10,148,378,935,66,131,0,197,738,74,11,1,0,12,62,861,55,130,0,185,676,53,9,39,48,5,0,0,0,0,0,53,9,39,48,5,66,9,50,59,7,4264,914,1013,0,1927,2337,2922,548,255,0,803,2119,1342,366,758,1124,218,462,126,294,420,42,1054,200,0,200,854,931,171,0,171,760,123,29,29,94,492,139,353,4838,992,1350,0,2342,2496,3026,675,582,0,1257,1769,1812,317,768,1085,727,653,108,261,369,284,1257,318,939,0,"Oakland, Berkeley/Alameda County CoC",3.81908209534775,0.196773054586076
156,"Salinas/Monterey, San Benito Counties CoC",CA-506,Rural CoCs,3299,333,452,0,785,2514,2683,189,196,0,385,2298,616,144,256,400,216,173,40,78,118,55,942,83,0,83,859,935,76,0,76,859,7,7,7,0,167,39,72,0,111,56,623,11,23,0,34,589,152,0,0,0,0,152,471,11,23,0,34,437,11,4,5,9,2,0,0,0,0,0,11,4,5,9,2,13,5,7,12,1,2955,355,394,0,749,2206,2292,194,173,0,367,1925,663,161,221,382,281,247,44,77,121,126,1038,178,0,178,860,866,85,0,85,781,172,93,93,79,250,89,161,1402,210,299,0,509,893,1149,177,85,0,262,887,253,33,214,247,6,79,12,65,77,2,336,27,309,0,"Salinas/Monterey, San Benito Counties CoC",6.13788074870022,1.22312448989765
157,Somerville CoC,MA-517,Suburban CoCs,134,80,44,0,124,10,100,53,37,0,90,10,34,27,7,34,0,14,11,3,14,0,11,11,0,11,0,11,11,0,11,0,0,0,0,0,22,2,20,0,22,0,8,0,8,0,8,0,0,0,0,0,0,0,8,0,8,0,8,0,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0,4,0,4,4,0,169,99,61,0,160,9,95,51,35,0,86,9,74,48,26,74,0,26,18,8,26,0,36,34,0,34,2,34,32,0,32,2,2,2,2,0,1,1,0,179,92,85,0,177,2,107,41,64,0,105,2,72,51,21,72,0,31,19,12,31,0,10,10,0,0,Somerville CoC,0.368465972716501,0.00272574887159656
158,Daly City/San Mateo County CoC,CA-512,Suburban CoCs,1238,258,343,0,601,637,811,170,79,0,249,562,427,88,264,352,75,121,26,76,102,19,238,35,0,35,203,238,35,0,35,203,0,0,0,0,100,28,15,0,43,57,30,10,9,0,19,11,5,1,0,0,1,4,25,9,9,0,18,7,8,3,5,8,0,0,0,0,0,0,8,3,5,8,0,11,3,8,11,0,1995,240,456,0,696,1299,1374,177,142,0,319,1055,621,63,314,377,244,180,22,93,115,65,889,32,0,32,857,715,29,0,29,686,174,3,3,171,245,114,131,1798,205,499,0,704,1094,1388,89,221,0,310,1078,410,116,278,394,16,126,34,88,122,4,475,25,450,0,Daly City/San Mateo County CoC,2.63288562807909,0.120391123326205
159,Napa City & County CoC,CA-517,Other Urban CoCs,322,122,46,0,168,154,276,114,11,0,125,151,46,8,35,43,3,14,2,11,13,1,158,66,0,66,92,158,66,0,66,92,0,0,0,0,23,13,0,0,13,10,14,5,4,0,9,5,0,0,0,0,0,0,14,5,4,0,9,5,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,245,119,58,0,177,68,168,84,16,0,100,68,77,35,42,77,0,26,11,15,26,0,81,46,0,46,35,64,37,0,37,27,17,9,9,8,19,9,10,365,126,93,0,219,146,236,88,26,0,114,122,129,38,67,105,24,32,11,13,24,8,150,52,98,0,Napa City & County CoC,2.7932091101969,0.210939691833735
160,"Chico, Paradise/Butte County CoC",CA-519,Rural CoCs,1125,274,106,0,380,745,946,206,52,0,258,688,179,68,54,122,57,61,26,17,43,18,506,86,0,86,420,467,64,0,64,403,39,22,22,17,109,15,14,0,29,80,68,11,15,0,26,42,12,1,3,0,4,8,56,10,12,0,22,34,3,0,2,2,1,0,0,0,0,0,3,0,2,2,1,4,0,3,3,1,712,179,110,0,289,423,599,150,36,0,186,413,113,29,74,103,10,34,9,21,30,4,312,48,0,48,264,312,48,0,48,264,0,0,0,0,101,46,55,592,141,181,0,322,270,441,103,98,0,201,240,151,38,83,121,30,44,11,25,36,8,202,78,124,0,"Chico, Paradise/Butte County CoC",4.20583755456908,0.455941942275696
161,"Colusa, Glenn, Trinity Counties CoC",CA-523,Rural CoCs,268,66,29,0,95,173,162,1,9,0,10,152,106,65,20,85,21,33,18,6,24,9,94,1,0,1,93,85,1,0,1,84,9,0,0,9,18,1,1,0,2,16,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,4,1,2,3,1,0,0,0,0,0,4,1,2,3,1,6,1,2,3,3,696,183,89,0,272,424,487,103,48,0,151,336,209,80,41,121,88,65,25,14,39,26,303,85,0,85,218,252,53,0,53,199,51,32,32,19,67,25,42,193,0,0,0,0,193,131,0,0,0,0,131,62,0,0,0,62,22,0,0,0,22,78,0,78,0,"Colusa, Glenn, Trinity Counties CoC",10.933426768556,1.55715020788133
162,Los Angeles City & County CoC,CA-600,Major Cities,49955,8819,3522,44,12385,37570,42079,3803,2328,44,6175,35904,7876,5016,1194,6210,1666,2528,1574,397,1971,557,13275,823,30,853,12422,12782,734,30,764,12018,493,89,89,404,3538,223,628,20,871,2667,2337,331,567,1,899,1438,63,26,9,0,35,28,2274,305,558,1,864,1410,415,296,98,394,21,0,0,0,0,0,415,296,98,394,21,412,274,116,390,22,35524,6468,6445,21,12934,22590,28846,4215,4091,21,8327,20519,6678,2253,2354,4607,2071,2223,734,805,1539,684,8702,1187,4,1191,7511,7475,819,4,823,6652,1227,368,368,859,4007,1450,2557,47862,5525,5917,0,11442,36420,44185,4492,3925,0,8417,35768,3677,1033,1992,3025,652,1165,297,612,909,256,19031,1604,17427,0,Los Angeles City & County CoC,10.4824852144519,1.01002307856768
163,Long Beach CoC,CA-606,Major Cities,1873,387,278,0,665,1208,1678,307,220,0,527,1151,195,80,58,138,57,66,27,20,47,19,587,41,0,41,546,570,36,0,36,534,17,5,5,12,305,18,177,0,195,110,67,16,2,0,18,49,0,0,0,0,0,0,67,16,2,0,18,49,7,5,1,6,1,0,0,0,0,0,7,5,1,6,1,7,5,1,6,1,2847,389,555,24,968,1879,2322,290,386,24,700,1622,525,99,169,268,257,169,34,54,88,81,1112,129,24,153,959,1026,125,24,149,877,86,4,4,82,527,363,164,3829,613,1066,0,1679,2150,2814,386,803,0,1189,1625,1015,227,263,490,525,320,75,88,163,157,1112,484,628,0,Long Beach CoC,1.65157824386794,0.0129134291427766
164,Detroit CoC,MI-501,Major Cities,1769,1035,536,40,1611,158,1268,698,376,40,1114,154,501,337,160,497,4,167,106,60,166,1,221,154,0,154,67,193,130,0,130,63,28,24,24,4,322,65,200,40,305,17,120,62,47,2,111,9,4,1,2,0,3,1,116,61,45,2,108,8,55,29,26,55,0,0,0,0,0,0,55,29,26,55,0,84,52,32,84,0,2789,1348,1138,21,2507,282,2314,1116,899,21,2036,278,475,232,239,471,4,160,70,89,159,1,291,175,8,183,108,274,158,8,166,108,17,17,17,0,518,507,11,18062,3399,1339,0,4738,13324,11913,2608,1027,0,3635,8278,6149,791,312,1103,5046,1520,258,128,386,1134,1503,261,1242,0,Detroit CoC,1.69048595151326,0.0393632211581633
165,Lenawee County CoC,MI-511,Rural CoCs,117,79,38,0,117,0,54,51,3,0,54,0,63,28,35,63,0,22,9,13,22,0,5,5,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,8,0,0,0,0,0,0,0,8,5,3,0,8,0,5,1,4,5,0,0,0,0,0,0,5,1,4,5,0,7,2,5,7,0,124,72,39,0,111,13,48,41,5,0,46,2,76,31,34,65,11,24,11,11,22,2,12,12,0,12,0,12,12,0,12,0,0,0,0,0,8,8,0,93,74,11,0,85,8,45,42,1,0,43,2,48,32,10,42,6,16,10,4,14,2,20,19,1,0,Lenawee County CoC,1.91764715791683,0.213946929194181
